author,stars,comment
"q*****a",5,"Produk sampai dalam keadaan baik So far produk menyerap dengan baik Sesuai pakai dengan skintific powder, memang tak cakey muka"
"e*****n",5,"Fast delivery 👍🏻 Have bubble wrap. Come with little spoon"
"629btpzf_j",5,"Absorption:9/10 Skin Suitability:10/10  I have eczema on my face and suprisingly it suits my skin so well. It moisturize my face and i feel my skin become healthier"
"dndlina",5,"Skin Suitability:good Absorption:good👍🏻  Received good condition and fast delivery.. Highly recommended with sales price.. Thanks seller 😘"
"n*****8",5,"Skin Suitability:good Absorption:really well  Penghantaran okay..repeat order botol yang lebih besar.."
"n*****9",5,"good product quality , good value for money , very2 fast delivery 👍"
"c*****2",5,"Absorption:Good  Sesuai dengan kulit yg minyak berjerawat, cuma guna lepas guna skintific Peeling Solution, dekat sebulan ada berubahan kepada kulit bintik hitam dan kusam."
"m*****6",5,"Skin Suitability:Good Absorption:Fast  Alhamdulillah, barang sampai dengan selamat. Recommend shop."
"k*****g",5,"Received the goods and the delivery was fast. Very satisfied. Very good"
"l*****8",5,"Absorption:Easy to absorb Skin Suitability:sensitive skin  Received in good condition. It’s easy to absorb for sensitive skin. Fast delivery."
"s*****6",5,"Fast delivery. Received in good condition. Thank you seller."
"mukhrzl7",5,"parcel selamat sampai dterima  penghataran cpt hrg termurah live shopee mamak terima keadaan baik"
"n*****1",5,"First time try their product, hope is good for my skin, fast delivery too."
"a*****l",5,"Skin Suitability:good Absorption:good  Recommended 🌟Trusted 🌟Good Product Quality 🌟Good Service 🌟Price Is Very Reasonable And So Cheap 🌟So Many Good Stuff🌟  Many Options And Choice🌟"
"onesun12",5,"⭐️⭐️⭐️⭐️⭐️ Great Experience! I’m very happy with my purchase! The product arrived on time, was well-packaged, and exactly as described. The quality is great, and the whole process—from ordering to delivery—was smooth and hassle-free. I’ll definitely shop here again. Highly recommend!"
"t*****8",5,"Good product quality good value for money fast delivery good service by seller"
"s*****8",5,"Absorption:good Skin Suitability:good  Good thank you seller for this product fast shipping"
"n*****9",5,"good product quality , good value for money , very2 fast delivery 👍"
"n*****2",5,"Absorption:tak melekit Skin Suitability:sesuai  Penghantaran laju, pembungkusan elok.. sampai dengan selamat 👍🏼 murah dan sesuai dengan muka.. biar lambat tapi muka elok cantik flawless"
"m*****f",5,"Absorption:fast Skin Suitability:acne prone skin  Consistency is key! The skin texture keeps improving. Fewer blemishes, smoother skin. Recommended!"
"a*****u",5,"Fast delivery  Received in good condition  Good packaging  3x buying  Thanks seller"
"karen.y",5,"Very nice to use and it really moisture the skin and the skin looks brighter.."
"g*****e",5,"Good product, good packaging and fast delivery! Best! Awesome! Excellent!"
"z*****a",5,"Absorption:Fast absorption Skin Suitability:Gentle to skin  Help improve skin barrier. Gentle to skin event with sensitive skin."
"sohyongluen",5,"Absorption:Good Skin Suitability:Good  Very good and suitable thing for me. I love to use it."
"yennieleong",5,"Very fast delivery, bought it during live and very affordable. Hope everything is good"
"alyssachin0823",5,"super fast delivery. received in very nice and good condition."
"z*****n",5,"Absorption:very good Skin Suitability:suitable for dry skin  Fast delivery, received with good condition"
"hellocc22",5,"Skin Suitability:good Absorption:good  quality good and.willl repeat again...thank you"
"f*****a",5,"Skin Suitability:👍 Absorption:👍  beli time sale memang jimat sgttt. dah selalu beli product ni jadi memang sesuai dgn kulit muka saya. seller pun pack elok."
"a*****m",5,"Received in good condition, haven’t try it out, hope it’s useful"
"y*****4",5,"Skin Suitability:suitable Absorption:good  Third time buying this product, really love it. Effective!"
"t*****5",5,"received goods in good condition,fast delivery packaging good thank you seller."
"c*****t",5,"Delivery in good condition and fast. So far anything ok for me , good good good !"
"m*****7",5,"seller wrap the item with bubble wrapping...fast shipping n fast delivery"
"r*****l",5,"Habis nanti nak beli lagi.. sesuai dengan kulit anak.. bungkusan kemas tiada sebarang kerosakan tq 🥰"
"n*****a",5,"Brg d terima dlm keadaan baik..terima kasih seller"
"n*****i",5,"Gambar dengan vdeo tak sama. Tapi serious memang berbaloi untuk beli. Penghantaran pun cepar jer. Last but not lease worth it to buy."
"s*****2",5,"Skin Suitability:all skin type Absorption:quick absorb  I have purchased this moisturizer 6 times alr and go and use other brand product ...last ii Skintific more suit on my face, I swear I won't change agn!"
"h*****m",5,"Love the effect after use…suitable for dry skin..help ur skin dehydrate..loveee!"
"n*****n",5,"Skin Type:all skin type Absorption:cepat serap  Boleh repeat lagu lepas ni. Best pakai"
"rahana2307",5,"Sesuai dengan jenis kulit, absorption tak adalah cepat sangat tapi ok dengan kulit."
"h*****n",5,"Skin Suitability:suitable for oily skin Absorption:good  all good"
"nadzirahm",5,"Thank you so much seller! item received in good condition. Good seller, my every month restock🫶🏻👍🏻"
"r*****e",5,"Skin Suitability:normal  sejuta kali repeat sebab sangat bagus ya tanpa ragu ala tunggu lagi beli je la memang terbagus palong dah ji jangan tukar dah lembut gila dan moist je kulit muka jom beli ramai ramai"
"p*****3",5,"Absorption:good Skin Suitability:dry n sensitive  Thank you seller I have received product in good condition and good packaging"
"m*****7",5,"Thank you seller ! Received in good condition with good packaging 👍🏼👍🏼"
"c*****7",5,"Had been several times bought Skitific thru Shopee live, more valueble more offer. Recommend 👍👍 well received the parcel with good packing. Thanks Shopee!"
"p*****i",5,"barang telah sampai dengan jayanyaa. penghantaran yang pantas. barang tiada kerosakan. ⭐⭐⭐⭐⭐"
"s*****r",5,"Beli time live 9.9..harga murah. Smlm beli, harini dh smpi, laju gile. 👍"
"e*****n",5,"order on 26/6 and received today 28/6. good packaging and fast service."
"a*****8",5,"Skin Suitability:oily Absorption:good  parcel received in good condition, saya kulit oily, so far pakai mmg sesuai dgn muka. Thnkyou seller👍"
"aliceteoh0801",5,"Skin moisture received in good condition.  Long expire date and good packaging."
"zarinazin",5,"Absorption:Good Skin suitability:dry skin good using  Thank you seller.. kulit saya kering guna moisturiser ni kulit jadi lembab berkilat.. sesuai dengan kulit saya"
"s*****4",5,"All good. Parcel arrive very fast and just try the moisturizer and its so moist"
"z*****0",5,"Sampai dalam keadaan baik.....sudah bnyk kali repeat order...."
"m*****y",5,"Absorption:good Skin Suitability:good  good but sea delivery take forever to arrived but everything is good"
"i*****a",5,"moisturiser gel dah sampai..semua ok..bungkusan kemas dr seller..sangat sesuai untuk kulit..tak melekit..meresap cepat.."
"s*****y",5,"Mosturizer biru ni kena ada sebab dia inactive ingredients jadi sgt perlu utk match dgn yg active such as chemical exfoliator. Nice brands"
"z*****n",5,"Skin Suitability:suitable for dry skin Absorption:very good  Fast delivery, received with good condition"
"suthim",5,"Absorption:terbaik  Thanks you seller, fast delivery, kali pertama beli, kalau sesuai pakai, nanti akan repeat order lg"
"z*****.",5,"Fast delivery good value for money good packing good quality"
"ehoonong",5,"Absorption:good and light  Not sticky. Works well ok teenage skin. Expiry date 2027. New stock and one day delivery. Very good deal"
"s*****g",5,"Absorption:fast absorption Skin Suitability:combination  Super fast delivery. The moisturizer feeling light and quick absorb into skin."
"mayamayana",5,"Absorption:absorp well Skin Suitability:so far so good  Items received completely. Fast shipping. Worth for money. Recommended seller and shop 👍👍"
"sima7788",5,"Skin Suitability:Good Absorption:Good  kita nak cuba yang orang kata bagus ni nanti kita komen lagi k"
"j*****a",5,"Absorption:good Skin Suitability:good  Cepat meresap..memang sesuai dengan kulit sy..x rasa berminyak"
"l*****a",5,"My go-to moisturizer! The texture is lightweight, absorbs quickly, and doesn’t feel sticky at all. After using it regularly, my skin feels more hydrated, smoother, and dark spots are fading. Perfect for my slightly dry skin."
"l*****y",5,"Packaging okay & penghantaran pun laju. Thanks seller."
"l*****7",5,"Fast delivery, has been used for 1 month since I purchased it. Overall is good, not oily and sticky."
"wainee1",5,"New launch product. Mentioning is for normal to oily skin. Light texture. First time of using their moisturiser. Hopefully it helps"
"s*****7",5,"Best texture pgi2 glowing muka"
"lklee70",5,"Absorption:Ok Skin Suitability:Ok  Nice packaging and good value for money super fast delivery thanks for seller good good"
"h*****5",5,"received the item well. thank you seller. buy it during the sale really worth it"
"i*****1",5,"Penghantaran sangat cepat barang sampai dalam keadaan yang baik"
"a*****5",5,"Skin Suitability:terbaik Absorption:terbaik  Moisturiser yang bagus mudah meresap sesuai untuk semua kulit"
"tenggilingmerah69",5,"Skin Suitability:good Absorption:good  Very good repeat many times this product."
"j*****g",5,"Received with good condition, third time purchase. Will buy again if have promotion"
"julitaanselmus010709",5,"D terima dgn baik...tq seller"
"z*****a",5,"Absorption:okay Skin Suitability:okay  thank you seller . barang sampai dalam keadaan baik . best guna serum ni . sesuai dgn kulit muka sy"
"e*****a",5,"Alhamdulillah sampai dengan keadaan baik repeat order kali ketiga"
"s*****a",5,"Absorption:good Skin Suitability:good  beli yang botol besar terus sebab jimat and tahan lama dapat harga murah time sales and live"
"ainluciana",5,"Skin Suitability:first pakai alhamdulilah elok xgtal xpedih Absorption:xmelekit trus meresap best sgt  Should buy n try🥰"
"s*****r",5,"Absorption:Very good Skin Suitability:Suitable for sensitive skin  Very fast delivery. Responsive seller. And I think this is original product"
"l*****i",5,"Terima kasih seller , penghantaran cepat! Packaging secure 🫶🏼🥰"
"lizaazman85",5,"Tq seller.. Penghantaran yang laju barang pun selamat sampai. Overall sangat berpuas hati, kualiti produk sangat baik dan  harga sangat berbaloi. Setakat dah seminggu pakai kulit mmg moist, harap boleh maintain la dgn moisturiser skintific ni 😁"
"v*****n",5,"Absorption:Good Skin Suitability:All skin type  Fast shipping Sesuai untuk dry skin Love the texture"
"w*****i",5,"Skin Suitability:Very good Absorption:Very good  Always use this cream. Bought it when promotion. Very worth"
"j*****n",5,"Absorption:Good texture and fast absorption Skin Suitability:All skin type  To repair my skin and oil balancing."
"linda9291",5,"Skin Suitability:combination skin Absorption:good  Always be my fav moisturiser.This time,I bought the big size with good price because of 8.8 sale.love it 🥰"
"z*****d",5,"Moisture gel diterima dengan baik..pembungkusan ok..terima kasih seller.tq saya beli"
"e*****y",5,"Fast delivery packaging ok so far ok not yet try so still consider ok i think ya"
"seowhui0726",5,"Speedy delivery with a properly wrap packaging, purchase this every month, it’s worth the price and definitely will repurchase in the future"
"k*****g",5,"received in good condition good quality delivery time acceptable packing also ok value price recommended seller very happy will continue support again"
"0414chris",5,"Fast delivery.Good packaging.Good product quality and good value for money.Thank you seller^^"
"aisahmisran91",5,"Skin Suitability:Sesuai Absorption:Meresap dengan baik  Parcel sudah sampai dalam keadaan baik..Tiada kerosakan pada barang,semuanya ok..Penghantaran laju..Terima kasih seller"
"sofiamuktiali",5,"i memg dah lame pakai skintight moisturiser nie . salu beli kat sini sbb harga lebih perpatutan dr drugstore . always beli yg 80g bottle tu . nie first time beli yg 100g . rase lebih berbaloi . jgn stop pulak iyer size nie . 😚😍🥰"
"isaacycj",5,"Absorption:Fast absorb Skin Suitability:All skin type  Repeat order because my skin feels so good after applying this moisturizer."
"c*****a",5,"First time use. Very fast delivery. Hope it works on my face, then I will purchase again."
"p*****9",5,"Skin Suitability:👍 Absorption:👍  Received in good packaging and in new condition. Long expiry dated Nov 2027 👍"
"dahriarip",5,"Good barang sampai dalam keadaan baik dan harga yang berpatutan penghantaran yang cepat"
"etbest",5,"Absorption:good Skin Suitability:good  Barang diterima dalam keadaan yang baik dan memuaskan hati semua orang"
"sanida.82",5,"Barang sampai dalam keadaan baik Order masa tengah sale  Memang dapat harga murah Thank you seller"
"eiynalis",5,"Pilihan yang bagus..sesuai dan harga murah..beli time offer memang berbaloi"
"l*****6",5,"Absorption:cepat serap Skin Suitability:sangat sesuai  Brg dah sampai tanpa sebarang kerosakan. Dah beberapa kali order sb sgt sesuai dgn kulit saya. Tq skintific..."
